,BbMf_PPema_05_S9.counts.cut.txt,BbMf_PPema_07_S11.counts.cut.txt,BbMf_PPema_08_S12.counts.cut.txt,BbSf_PScoc_05_S13.counts.cut.txt,BbSf_PScoc_06_S14.counts.cut.txt,BbSf_PScoc_07_S15.counts.cut.txt,EnMf_PPema_09_S17.counts.cut.txt,EnMf_PPema_10_sub_S18.counts.cut.txt,EnMf_PPema_12_S20.counts.cut.txt,EnSf_Pscoc_09_S21.counts.cut.txt,EnSf_Pscoc_11_S23.counts.cut.txt,EnSf_Pscoc_12_S24.counts.cut.txt,UF_PPema_02_S2.counts.cut.txt,UF_PPema_03_S3.counts.cut.txt,UF_PPema_04_S4.counts.cut.txt,UF_PScoc_02_S6.counts.cut.txt,UF_PScoc_03_S7.counts.cut.txt,UF_PScoc_04_S8.counts.cut.txt
LOC115325784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115325785,0,0,0,5.806772,0,0,0,1.66742,0,0,0,0,0,0,0,0,2.406182,6.098703
LOC115325796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.70009,0,0
LOC115325797,0,0,0,0,0,0,27.65257,0,0,0,0,0,0,12.84578,6.832683,0,0,0
Trnaf-aaa_35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC8052134,0,0.4592628,0,0,0,0,0,1.66742,0,0,0,0,7.753594,12.16969,13.66537,1.950014,0,0
LOC8052133,0,0,4.859634,0,0,0,0,3.33484,0,0,0,0,9.163338,0,0,0,13.63503,2.345655
LOC8052131,6.90255,3.21484,0,2.139337,0,0,0,3.33484,0,0,0,0,7.753594,24.33937,14.34863,9.100067,4.812364,3.283917
LOC8052137,862.8187,572.2415,388.7707,611.8504,478.9732,963.9152,147.4804,453.5383,431.241,316.1367,628.1654,580.4863,159.3011,60.84843,99.75717,72.80054,42.50921,253.7999
LOC8025510,58.67167,44.54849,35.63731,69.37564,38.65132,35.16891,78.34896,65.02938,0,63.6614,98.72215,69.40597,153.6621,74.3703,84.72527,46.15034,52.13394,61.92529
LOC8026503,0,0,11.33915,8.862968,10.61017,13.63692,0,8.3371,0,0,0,0,26.08027,33.12859,58.76107,83.85062,34.48861,19.23437
LOC115325786,0,5.511154,0,0,0,0,0,0,0,0,0,0,4.934105,0,0,1.30001,1.604121,1.407393
LOC115325779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115325804,0,0,0,0,0,0,0,0,0,0,0,0,13.39257,0,0,0,0,0
LOC115325805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115325787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115325788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115325780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115325789,25.88456,0,0,3.667435,9.094428,0,0,0,0,0,0,0,0,3.380468,0,0,8.020607,0
LOC115325781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC8032047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC8043836,0,6.888942,61.55536,3.667435,4.547214,0,0,25.0113,32.71483,26.76673,39.48886,0,54.98003,91.27264,83.35873,61.10045,111.4864,96.64098
Trnap-cgg_12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trnas-uga_26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115325845,0,0,0,1.222478,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC8031802,338.2249,361.4398,307.7768,303.1746,510.0458,384.7048,225.8293,405.1831,294.4335,319.0304,465.8223,353.3395,45.11182,79.77905,92.24122,423.1531,119.507,95.70272
LOC115325814,127.6972,121.7046,25.91805,120.7197,90.18641,98.3294,78.34896,60.02712,157.626,94.76868,119.9291,73.61239,203.0032,390.106,327.2855,239.8518,268.6903,305.8734
LOC8029163,65.57422,74.40057,121.4908,73.3487,50.01935,125.6032,4.608762,65.02938,95.17042,44.85235,134.5546,124.0895,83.17491,124.4012,59.44434,141.701,121.1112,146.3689
LOC8029157,301.9866,209.4238,93.95292,181.2324,131.1113,142.8288,152.0892,108.3823,74.35189,168.558,167.462,164.0505,186.7911,192.6867,144.8529,212.5516,117.1009,127.6036
LOC8029160,453.8427,260.402,319.1159,384.7751,442.5955,324.4152,276.5257,293.4659,344.9928,363.8828,378.0693,403.8165,253.0491,484.083,240.5104,309.4023,453.1643,494.4641
LOC8029161,414.153,671.4422,494.0628,748.1567,394.0919,537.5819,308.7871,536.9093,249.8224,565.7184,517.7428,517.3899,2491.018,1451.573,2380.507,1318.21,854.9967,885.2502
LOC115325832,29.33584,32.60766,0,21.39337,0,0,41.47886,10.00452,0,0,11.7004,0,18.32668,30.42421,25.96419,37.70028,11.22885,15.01219
LOC115325817,0,0,0,0,2.273607,0,0,0,0,0.723425,2.193826,0,4.934105,10.8175,17.76497,0,0,0
LOC115325833,0,0,0,0,0,0,0,0,0,0,0,0,0,8.113124,0,0,0,0.469131
LOC115325821,0,0,0,0,0,0,0,1.66742,0,0,0,0,4.934105,4.056562,32.11361,5.200038,15.23915,0
LOC115325820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115325816,13.8051,0,0,0,0,13.63692,0,16.6742,0,0,3.656376,0,0,12.16969,0,0,0,0
LOC115325818,12.07946,0,3.239756,0.3056196,0,3.588664,0,23.34388,0,0,8.775302,0,0,8.789217,15.0319,1.30001,25.66594,6.567834
LOC115325835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115325846,0,0,0,0,4.547214,5.741863,0,0,0,0,0,8.412845,0,2.704375,0,0,0,0
LOC115325847,0,0,0,0,0,0,0,0,23.79261,0,10.23785,6.309634,0,22.31109,0,0,0,0
LOC115325839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC8033899,70.75114,61.08195,37.25719,103.605,47.74575,75.36195,32.26134,91.7081,14.87038,62.21455,48.26416,145.1216,21.14616,8.789217,0,6.500048,24.86388,12.19741
LOC115325824,0,27.55577,37.25719,23.53271,0,0,0,36.68324,0,10.85138,0,12.61927,46.52156,14.19797,51.24512,4.550033,24.06182,13.6048
LOC115325840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115325827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115325848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115325842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC8028511,8.628187,28.93356,108.5318,26.5889,124.2905,22.24972,4.608762,38.35066,0,41.95865,48.26416,16.82569,5.638977,6.760936,0,44.20033,0,25.33307
LOC8028512,232.9611,451.9146,244.6016,336.1815,353.167,452.1717,405.5711,285.1288,368.7854,342.18,269.1093,607.828,200.8886,222.4348,228.8949,250.9018,421.0818,279.6021
LOC8024893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4474,0
LOC115325849,0,0,0,0,0,0,0,5.00226,0,0,0,0,0,0,0,0,0,0
LOC8039341,53.49476,48.22259,21.05841,35.14625,48.50362,30.14478,82.95772,71.69906,0,83.19388,22.66953,58.88991,37.35822,7.43703,41.67936,26.6502,41.70715,52.54267
LOC115325828,0,0,0,0,0,0,0,5.00226,0,0,0,0,0,0,0,1.30001,0,0
LOC8041238,24.15892,26.63724,4.859634,32.09006,11.36804,18.66105,55.30515,38.35066,124.9112,10.12795,19.01315,0,9.163338,48.00265,44.41244,7.150053,32.88449,36.12309
LOC8041236,193.2714,457.885,257.5606,408.919,534.2977,391.8821,769.6633,300.1356,342.0187,343.6269,302.0167,376.4748,473.6741,396.867,480.3376,425.1031,387.3953,516.9824
LOC8041237,595.3449,501.515,340.1744,595.3469,393.334,681.1285,640.6179,596.9364,422.3188,609.8473,465.8223,401.7133,410.9405,205.5325,384.68,394.5529,372.1561,348.5643
Trnav-aac_19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115325830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC8025144,60.39731,34.90397,93.95292,68.15317,70.48182,53.11223,18.43505,66.6968,8.922227,42.68208,65.81477,73.61239,119.1234,192.0106,101.1237,159.2512,127.5276,335.4287
LOC8023449,331.3224,283.8244,489.2031,480.7396,575.2226,187.3283,612.9654,345.156,347.9669,354.4783,147.7176,288.1399,74.01158,26.36765,19.13151,241.1518,29.67624,219.5533
LOC8031034,25.88456,25.25945,27.53792,51.64971,32.58837,54.54769,13.82629,16.6742,115.989,31.10728,50.45799,6.309634,133.2208,85.1878,88.82487,96.20071,97.04934,54.88833
LOC115325850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC8041612,2037.978,1156.883,1846.661,1913.484,2054.583,1398.861,1636.111,1920.868,1448.375,1261.653,1407.705,1552.17,1672.662,1415.064,1369.953,1635.412,1476.594,1071.495
LOC8041618,0,0,38.87707,5.806772,2.273607,0,0,0,0,0,2.193826,0,27.49001,57.46796,9.565756,13.0001,41.70715,33.77743
LOC8041614,127.6972,133.1862,71.27463,115.8298,153.0895,144.2643,198.1768,120.0542,136.8075,193.8779,131.6295,164.0505,648.4824,851.878,457.7897,345.8025,332.0531,430.1931
LOC8041619,440.0376,183.7051,505.4019,665.6394,432.7432,381.8339,156.6979,383.5066,648.3485,455.7578,380.9944,237.6629,850.0758,941.1223,655.2543,854.1063,561.4425,1043.347
LOC8041616,0,13.31862,8.09939,3.361815,0,10.04826,0,20.00904,14.87038,14.4685,30.71356,0,0,0,15.0319,0,0,3.753048
LOC8041617,961.1801,814.2729,1184.131,1057.444,1004.176,827.5459,1774.373,1957.551,1118.252,1209.567,934.5697,1684.672,344.6825,360.3579,360.7656,343.8525,328.8449,457.4027
LOC8030783,62.12295,31.68913,108.5318,44.92608,34.86197,12.91919,69.13143,31.68098,23.79261,77.40648,51.18926,54.68349,55.6849,43.26999,68.32683,77.35057,83.41431,60.5179
LOC8030785,91.45879,5.511154,113.3915,39.11931,59.87165,26.55611,0,28.34614,0,18.80905,6.581477,79.92202,84.58466,82.48342,62.17741,83.20061,105.0699,156.2206
LOC8030786,933.5699,545.6042,579.9163,1066.612,571.4332,530.4046,1368.802,703.6513,594.8152,750.9152,386.8446,635.1698,492.7056,420.5302,347.7835,391.9529,466.7993,236.442
LOC115325871,0,0,0,0,0,0,0,0,0,0,0,0,0,1.352187,0,0.6500048,3.208243,0
LOC8029730,5.176912,24.34093,87.47341,75.79366,26.52542,27.27385,18.43505,46.68776,2.974076,39.06495,49.72671,44.16743,38.76797,22.31109,11.61556,42.90032,42.50921,35.65396
LOC115325873,1929.263,3488.56,3068.049,2442.817,3066.338,3593.688,3382.831,4477.023,2221.635,4674.773,2457.816,2753.103,959.331,820.7777,986.6394,1344.86,1073.157,1214.111
LOC115325865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115325866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC8025577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC8036113,88.00751,24.34093,25.91805,24.44957,65.9346,19.37879,59.91391,36.68324,59.48152,58.59743,61.42712,23.13532,188.9057,173.08,74.47624,233.3517,280.7212,110.2458
LOC115325878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC8043453,1185.513,873.5178,1072.359,749.6848,678.2928,890.7064,751.2282,721.9929,1115.278,776.2351,960.1643,853.9037,176.9229,79.77905,134.6038,126.7509,174.8492,178.7389
LOC115325876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115325877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC8043449,272.6507,153.853,205.7245,227.9922,288.7481,149.2884,106.0015,210.0949,172.4964,115.748,176.2373,298.656,190.3155,198.7715,176.2832,173.5513,222.9729,53.0118
LOC8043451,198.4483,251.676,302.9172,221.2686,212.9612,312.2138,124.4366,268.4546,428.2669,307.4556,365.6376,334.4106,447.5938,606.456,496.0528,536.9039,490.0591,404.3909
LOC115325868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115325869,0,6.888942,11.33915,0,0.757869,0,0,5.00226,0,0,0,0,0,0,0,0,0,0
LOC8023109,0,42.71144,8.09939,47.98227,111.4067,67.46689,0,16.6742,56.50744,121.5354,81.90282,0,0,0,0,8.450062,0,0
Trnaf-gaa_70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC8023106,1644.533,5778.904,3646.345,6474.551,8178.922,7281.4,7590.631,3066.385,5023.214,8958.896,1849.395,1987.535,11.27795,2.028281,29.38054,39.65029,92.23698,1599.737
LOC8023108,364.1095,269.128,372.5719,370.7166,271.3171,287.0931,414.7886,255.1153,336.0706,245.9645,219.3826,365.9587,176.218,120.3447,135.9704,118.3009,265.4821,161.3811
LOC115325885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC8050827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09961,0,0,0
LOC115325883,0,1.837051,0,0,9.094428,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115325887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115325888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.851751
LOC115325889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.604121,0
Trnaa-agc_123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC8041192,0,9.644519,0,4.584294,0,21.53198,0,0,0,0,0,0,0,0,4.09961,0,0,0
LOC8040819,0,2.755577,11.33915,6.112392,0,17.22559,0,1.66742,0,5.063975,19.01315,0,57.79952,64.90499,91.55795,51.35038,85.01843,46.44397
LOC8050492,129.4228,151.0975,38.87707,63.26325,241.0023,71.77328,78.34896,81.70358,83.27412,56.42715,154.2991,50.47707,166.3498,269.0853,248.7096,226.8517,45.71746,120.0975
LOC115325896,0,0,0,4.278674,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC8050491,350.3044,659.9606,858.5353,479.8227,409.2493,518.9208,424.0061,588.5993,594.8152,782.7459,642.0596,534.2156,496.23,279.9028,422.2598,304.2022,433.9148,44.09831
LOC115325891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115325892,8.628187,0.4592628,17.81866,3.056196,2.273607,7.895061,0,8.3371,47.58521,11.5748,0,0,41.58746,20.9589,0.6832683,5.850043,0,38.93787
LOC8041798,384.8172,499.2187,411.449,351.1569,474.426,366.7615,271.917,446.8686,273.615,420.31,250.8274,296.5528,136.0403,207.5607,142.8031,118.3009,181.2657,100.8632
LOC8041799,15.53074,38.57808,45.35658,46.14856,41.6828,27.99158,0,18.34162,0,18.80905,9.506577,77.81881,67.66773,39.88952,65.59375,26.00019,23.25976,43.62918
LOC8041800,498.7092,409.6624,539.4193,436.1191,441.8376,391.8821,230.4381,688.6445,496.6707,533.8877,468.0161,368.062,628.0411,898.5284,686.0013,601.9044,863.0173,1003.002
LOC115325895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115325920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115325931,0,2.296314,0,5.501152,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115325921,0,0,0,0,0,1.435466,0,0,0,0,0,0,0,0,0,0,0,0
LOC8033874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115325932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115325933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115325925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115325934,0,4.592628,0,4.278674,0,7.177328,0,0,0,0,0.7312752,50.47707,0,16.22625,0,0,41.70715,0
LOC115325899,0,6.429679,0,0.3056196,8.336559,24.40292,0,3.33484,0,0,26.32591,0,36.65335,11.49359,10.24902,28.60021,20.85358,40.8144
LOC115325926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC8027529,39.68966,21.58535,8.09939,54.09467,18.94673,31.58024,32.26134,46.68776,0,18.80905,43.87651,8.412845,78.94568,7.43703,82.67546,42.25031,20.05152,129.9493
LOC115325935,0,0,0,8.557348,0,0,0,0,0,0,0,35.75459,0,4.056562,0,0,0,0
LOC8042046,58.67167,6.429679,0,7.64049,0,0,0,10.00452,0,6.510825,0,2.103211,43.70207,0,24.59766,10.40008,31.28037,25.33307
LOC115325927,0,0,0,4.584294,0,0,0,0,0,0,0.7312752,0,2.819489,0,0,0,0,0
LOC8027919,1855.06,6363.086,2308.326,3417.744,7579.448,5397.351,2120.031,2009.241,3554.021,6788.621,3369.716,2126.347,214.2811,395.5148,310.2038,1494.361,989.7428,257.0838
Trnal-aag_24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trnal-aag_25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trnal-aag_26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trnal-aag_27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trnal-aag_28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trnal-uag_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trnal-aag_29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trnal-aag_30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trnal-aag_31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trnal-uag_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trnal-uag_6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trnal-uag_7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trnal-uag_8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC8039098,838.6598,819.3248,813.1787,792.7772,620.6947,805.2962,520.7901,581.9296,710.8041,519.4192,851.2043,816.0459,625.9265,816.045,756.378,833.9561,1171.009,884.781
Trnac-aca_8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115325939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trnal-aag_32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC8039095,707.5114,613.1158,570.197,604.8212,491.0991,794.5302,1590.023,803.6965,719.7263,629.3798,654.4913,706.679,222.7396,359.0057,189.9486,168.3512,322.4284,393.6009
LOC8039100,48.31785,55.5708,45.35658,24.44957,19.70459,74.64421,59.91391,56.69228,0,23.1496,46.80161,16.82569,4.934105,20.9589,2.733073,28.60021,1.604121,21.58003
LOC115325902,0,0,0,0,0,0,0,0,0,0,0,35.75459,0,0,0,0,0,0
LOC115325904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115325903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115325907,0,0,0,0,0,0,0,0,0,0,0,0,0,1.352187,6.149414,0,0,0
LOC115325928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115325905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.750072,0,0
LOC115325906,0,0,0,13.14164,10.61017,0,46.08762,3.33484,23.79261,0,0,0,11.98283,12.16969,3.416341,0,0,0
LOC115325929,0,0,0,2.444957,0,0,0,13.33936,0,12.29823,0,0,0,8.789217,0,1.30001,0,2.814786
LOC115325909,0,0,0,0.3056196,0,0,0,1.66742,35.68891,0,0,2.103211,2.114616,8.113124,0,0,0,0
LOC115325908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115325910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115325912,0,0,0,0,0,0,0,3.33484,0,0,0,0,0,0,0.6832683,0,0,0
LOC115325915,0,6.429679,0,8.862968,0,10.04826,9.217524,6.66968,0,0,0,8.412845,0.7048722,10.1414,36.21322,6.500048,0,8.913489
LOC115325930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115325916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115325918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115325919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trnal-uaa_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC8050986,48.31785,37.65955,29.1578,24.44957,33.34624,33.73344,23.04381,51.69002,86.2482,59.32085,84.82792,0,63.43849,114.2598,86.0918,24.70018,52.936,50.19702
LOC8050985,39.68966,25.25945,25.91805,9.779827,18.18886,11.48373,0,38.35066,5.948152,53.53345,32.90738,0,50.04592,58.82015,51.92839,30.55022,16.84327,48.78962
LOC8050983,364.1095,398.1808,361.2328,290.3386,475.1839,363.1728,184.3505,323.4795,315.252,245.2411,310.792,433.2615,789.4568,702.4613,725.6309,546.654,733.8855,721.5235
LOC8050982,106.9895,131.3492,110.1517,100.2432,163.6997,86.12794,106.0015,141.7307,26.76668,104.1732,139.6736,153.5344,119.1234,165.6429,138.7035,84.50062,195.7028,167.9489
LOC8050981,257.12,163.0383,153.8884,147.3086,152.3317,166.514,92.17524,125.0565,211.1594,120.812,124.3168,113.5734,72.60183,89.24436,87.45834,131.951,200.5152,100.394
LOC8050978,81.10496,8.26673,40.49695,39.11931,34.86197,39.47531,0,16.6742,0,8.681101,51.18926,0,248.115,186.6018,163.9844,198.2515,203.7234,139.801
LOC8050980,219.156,217.6906,192.7655,186.4279,250.8546,308.6251,239.6556,210.0949,178.4445,402.9478,175.506,258.695,271.3758,305.5943,343.0007,288.6021,336.8655,413.3044
LOC8053442,0,10.10378,0,11.91916,0,26.55611,0,6.66968,83.27412,0,0,0,5.638977,1.352187,10.93229,0,0,5.160441
LOC8023247,498.7092,614.4936,469.7646,551.949,710.1233,571.3153,534.6164,566.9228,532.3596,667.7213,527.9807,677.234,2843.454,2938.979,2485.047,1082.908,1260.839,1794.895
LOC8023237,18.98201,30.31134,45.35658,11.0023,18.94673,62.44276,0,13.33936,0,18.08563,29.25101,0,16.21206,17.57843,60.81088,62.40046,42.50921,41.75266
Trnaa-cgc_17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC8023246,327.8711,331.5877,374.1918,331.2916,377.4188,301.4478,147.4804,276.7917,142.7556,142.5147,254.4838,323.8945,165.645,254.2112,240.5104,263.9019,247.8367,239.7259
LOC8023235,453.8427,558.4636,516.7411,479.5171,687.3872,521.7918,700.5319,812.0336,627.53,661.9339,571.8572,691.9565,163.5303,172.4039,153.0521,238.5518,150.7874,165.6032
LOC8023236,222.6072,56.03006,45.35658,91.68587,88.67067,64.59595,142.8716,181.7488,59.48152,43.4055,149.9114,115.6766,260.8027,217.0261,157.835,191.7514,174.8492,201.2572
LOC8023239,0,0,32.39756,2.444957,1.515738,0,13.82629,0,0,26.0433,16.08805,0,0,0.6760936,0,0,0,0
LOC8023240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.469131
LOC8023242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115325960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC8023243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6048
LOC115325961,103.5382,131.8084,19.43854,68.45879,73.51329,116.9905,175.133,80.03616,20.81853,125.876,84.82792,73.61239,38.0631,34.48077,17.08171,91.00067,68.17516,39.407
LOC8023244,0,0,55.07585,12.22478,3.031476,17.94332,4.608762,8.3371,0,0,5.850201,0,8.458466,34.48077,34.16341,5.200038,8.020607,15.48132
LOC8023245,20.70765,48.22259,102.0523,61.73516,11.36804,30.86251,13.82629,18.34162,0,57.874,49.72671,86.23166,48.63618,57.46796,75.84278,15.60011,46.51952,28.61699
LOC8032865,255.3943,171.305,92.33304,183.3717,238.7287,204.5539,248.8732,163.4072,0,179.4094,113.3477,117.7798,109.9601,108.8511,176.9665,177.4513,131.5379,178.2698
LOC8032858,56.94604,38.11881,34.01744,50.12161,28.04115,29.42705,0,53.35744,107.0667,55.70373,27.78846,8.412845,147.3183,105.4706,174.9167,57.85043,155.5998,100.394
LOC115325978,0,5.970416,0,0,0,3.588664,9.217524,1.66742,0,0,1.46255,0,0,1.352187,0.6832683,1.30001,4.010303,0.938262
LOC8032860,91.45879,41.33365,53.45597,138.7513,63.661,80.38608,92.17524,78.36874,32.71483,78.85333,101.6473,191.3922,193.8398,127.7817,117.5221,73.45054,99.45552,63.80181
LOC115325969,0,11.94083,4.859634,3.361815,0,4.306397,0,0,0,46.2992,1.46255,0,0,0,0,0,0,0
LOC8038210,6.90255,22.50388,50.21622,82.21167,35.61984,113.4018,4.608762,23.34388,50.55929,89.70471,57.77074,92.54129,0,16.90234,19.81478,8.450062,13.63503,90.54228
LOC115325966,17.25637,0,16.19878,0.3056196,0,3.588664,0,0,0,5.7874,0.7312752,2.103211,28.19489,52.7353,32.11361,26.00019,48.9257,25.33307
LOC115325962,0,0,1.619878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trnas-aga_66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115325970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115325971,0,2.296314,0,10.08545,8.336559,34.45118,0,3.33484,5.948152,0,0,84.12845,25.3754,16.22625,51.92839,10.40008,0,3.753048
LOC115325963,6.90255,80.37099,63.17524,238.9945,256.9176,213.8844,119.8278,98.37778,199.2631,141.0679,48.26416,94.6445,0,0,0,0,0,10.32088
LOC8038175,170.8381,638.8346,370.952,777.4962,775.3,568.4444,880.2736,405.1831,707.83,655.4231,168.9246,313.3785,0,5.408749,0,11.70009,4.812364,0.469131
LOC8038178,39.68966,20.20756,22.67829,33.92377,78.81838,0,23.04381,20.00904,20.81853,52.81003,19.74443,2.103211,0,0,0,3.250024,0,12.19741
LOC115325967,0,3.674102,58.31561,60.51268,56.84018,40.91077,0,10.00452,65.42967,2.8937,24.86336,44.16743,0,0,0,2.600019,0,0.469131
LOC115325975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC8038179,0,0.4592628,0,0,0,6.459595,0,0,0,0,0,0,0,0,0,0,0,0
LOC8038180,34.51275,51.43743,63.17524,33.00691,29.55689,39.47531,4.608762,30.01356,115.989,19.53248,27.05718,31.54817,27.49001,14.19797,18.44824,14.95011,19.24946,40.8144
LOC8038181,31.06147,67.51163,113.3915,52.26095,361.5035,13.63692,451.6587,185.0836,29.74076,31.10728,139.6736,153.5344,3.524361,10.1414,21.18132,35.10026,32.08243,42.22179
LOC8038184,6721.358,14795.61,11859.13,14720.78,16717.83,17566.51,17351.99,11711.96,17939.63,17649.4,8588.096,8602.134,86.69928,70.31374,8.199219,807.9559,223.7749,477.5753
LOC8038209,79.37932,92.31182,132.83,77.62737,62.14526,73.20875,124.4366,125.0565,8.922227,99.83266,114.8102,63.09634,11.98283,33.12859,37.57975,59.15044,64.16485,116.3445
LOC8038186,112.1664,95.0674,37.25719,102.9938,70.48182,74.64421,73.7402,46.68776,26.76668,94.04526,88.4843,25.23853,292.5219,288.692,223.4287,159.2512,125.9235,214.3929
